,gun,skin,rarity,quality,price,quantity
4000,Negev , Power Loader,Restricted,Field-Tested, $ 1.74, 180
4001,Negev , Power Loader,Restricted,Well-Worn, $ 1.12, 149
4002,Negev , Power Loader,Restricted,Battle-Scarred, $ 0.97, 113
4003,Negev , Power Loader,Restricted, Factory New, $ 33.99, 12
4004,Negev , Power Loader,Restricted, Minimal Wear, $ 12.51, 30
4005,Negev , Power Loader,Restricted, Field-Tested, $ 5.75, 40
4006,Negev , Power Loader,Restricted, Well-Worn, $ 3.99, 37
4007,Negev , Power Loader,Restricted, Battle-Scarred, $ 3.17, 16
4008,Negev , Bulkhead,Industrial,Factory New, $ 0.27, 1724
4009,Negev , Bulkhead,Industrial,Minimal Wear, $ 0.18, 962
4010,Negev , Bulkhead,Industrial,Field-Tested, $ 0.13, 826
4011,Negev , Bulkhead,Industrial,Well-Worn, $ 0.13, 199
4012,Negev , Bulkhead,Industrial,Battle-Scarred, $ 0.13, 189
4013,Negev , Bulkhead,Industrial, Factory New, $ 4.89, 25
4014,Negev , Bulkhead,Industrial, Minimal Wear, $ 2.79, 25
4015,Negev , Bulkhead,Industrial, Field-Tested, $ 1.21, 51
4016,Negev , Bulkhead,Industrial, Well-Worn, $ 1.5, 18
4017,Negev , Bulkhead,Industrial, Battle-Scarred, $ 1.31, 19
4018,Negev , Nuclear Waste,Industrial,Factory New, $ 0.72, 111
4019,Negev , Nuclear Waste,Industrial,Minimal Wear, $ 0.61, 68
4020,Negev , Nuclear Waste,Industrial,Field-Tested, $ 0.43, 72
4021,Negev , Nuclear Waste,Industrial,Well-Worn, $ 0.4, 55
4022,Negev , Nuclear Waste,Industrial, Factory New, $ 1.98, 192
4023,Negev , Nuclear Waste,Industrial, Minimal Wear, $ 1.17, 136
4024,Negev , Nuclear Waste,Industrial, Field-Tested, $ 0.64, 187
4025,Negev , Nuclear Waste,Industrial, Well-Worn, $ 1.2, 31
4026,Negev , Desert-Strike,Mil-Spec,Factory New, $ 0.19, 796
4027,Negev , Desert-Strike,Mil-Spec,Minimal Wear, $ 0.12, 442
4028,Negev , Desert-Strike,Mil-Spec,Field-Tested, $ 0.09, 1445
4029,Negev , Desert-Strike,Mil-Spec,Well-Worn, $ 0.09, 330
4030,Negev , Desert-Strike,Mil-Spec,Battle-Scarred, $ 0.09, 308
4031,Negev , Desert-Strike,Mil-Spec, Factory New, $ 0.73, 241
4032,Negev , Desert-Strike,Mil-Spec, Minimal Wear, $ 0.37, 143
4033,Negev , Desert-Strike,Mil-Spec, Field-Tested, $ 0.24, 672
4034,Negev , Desert-Strike,Mil-Spec, Well-Worn, $ 0.25, 127
4035,Negev , Desert-Strike,Mil-Spec, Battle-Scarred, $ 0.27, 83
4036,Negev , Prototype,Mil-Spec,Factory New, $ 0.49, 157
4037,Negev , Prototype,Mil-Spec,Minimal Wear, $ 0.26, 422
4038,Negev , Prototype,Mil-Spec,Field-Tested, $ 0.15, 1017
4039,Negev , Prototype,Mil-Spec,Well-Worn, $ 0.15, 104
4040,Negev , Prototype,Mil-Spec,Battle-Scarred, $ 0.14, 346
4041,Negev , Prototype,Mil-Spec, Factory New, $ 1.92, 60
4042,Negev , Prototype,Mil-Spec, Minimal Wear, $ 1.03, 56
4043,Negev , Prototype,Mil-Spec, Field-Tested, $ 0.38, 147
4044,Negev , Prototype,Mil-Spec, Well-Worn, $ 0.36, 33
4045,Negev , Prototype,Mil-Spec, Battle-Scarred, $ 0.3, 70
4046,Negev , Man-o'-war,Mil-Spec,Minimal Wear, $ 0.14, 1243
4047,Negev , Man-o'-war,Mil-Spec,Field-Tested, $ 0.13, 635
4048,Negev , Man-o'-war,Mil-Spec, Minimal Wear, $ 0.55, 705
4049,Negev , Man-o'-war,Mil-Spec, Field-Tested, $ 0.47, 374
4050,Negev , CaliCamo,Industrial,Factory New, $ 3.08, 25
4051,Negev , CaliCamo,Industrial,Minimal Wear, $ 2.27, 40
4052,Negev , CaliCamo,Industrial,Field-Tested, $ 2.03, 58
4053,Negev , CaliCamo,Industrial,Well-Worn, $ 2.39, 21
4054,Negev , CaliCamo,Industrial,Battle-Scarred, $ 2.12, 28
4055,Negev , CaliCamo,Industrial, Factory New, $ 2.12, 55
4056,Negev , CaliCamo,Industrial, Minimal Wear, $ 1.08, 89
4057,Negev , CaliCamo,Industrial, Field-Tested, $ 0.71, 164
4058,Negev , CaliCamo,Industrial, Well-Worn, $ 0.93, 29
4059,Negev , CaliCamo,Industrial, Battle-Scarred, $ 0.64, 24
4060,Negev , Mjölnir,Classified,Factory New, $ 574.55, 15
4061,Negev , Mjölnir,Classified,Minimal Wear, $ 466.7, 16
4062,Negev , Mjölnir,Classified,Field-Tested, $ 420.04, 13
4063,Negev , Mjölnir,Classified,Well-Worn, $ 400, 2
4064,Negev , Mjölnir,Classified,Battle-Scarred, $ 412.43, 4
4065,Negev , Dazzle,Mil-Spec,Minimal Wear, $ 0.29, 358
4066,Negev , Dazzle,Mil-Spec,Field-Tested, $ 0.09, 2746
4067,Negev , Dazzle,Mil-Spec,Well-Worn, $ 0.12, 272
4068,Negev , Dazzle,Mil-Spec,Battle-Scarred, $ 0.09, 635
4069,Negev , Dazzle,Mil-Spec, Minimal Wear, $ 1.75, 82
4070,Negev , Dazzle,Mil-Spec, Field-Tested, $ 0.25, 891
4071,Negev , Dazzle,Mil-Spec, Well-Worn, $ 0.55, 247
4072,Negev , Dazzle,Mil-Spec, Battle-Scarred, $ 0.26, 184
4073,Negev , Lionfish,Restricted,Factory New, $ 1.34, 182
4074,Negev , Lionfish,Restricted,Minimal Wear, $ 0.72, 223
4075,Negev , Lionfish,Restricted,Field-Tested, $ 0.48, 435
4076,Negev , Lionfish,Restricted,Well-Worn, $ 0.55, 79
4077,Negev , Lionfish,Restricted,Battle-Scarred, $ 0.39, 157
4078,Negev , Lionfish,Restricted, Factory New, $ 4.23, 77
4079,Negev , Lionfish,Restricted, Minimal Wear, $ 2.26, 79
4080,Negev , Lionfish,Restricted, Field-Tested, $ 1.28, 60
4081,Negev , Lionfish,Restricted, Well-Worn, $ 1.15, 30
4082,Negev , Lionfish,Restricted, Battle-Scarred, $ 1.1, 31
4083,Negev , Boroque Sand,Consumer,Factory New, $ 0.52, 343
4084,Negev , Boroque Sand,Consumer,Minimal Wear, $ 0.17, 2404
4085,Negev , Boroque Sand,Consumer,Field-Tested, $ 0.09, 1659
4086,Negev , Boroque Sand,Consumer,Well-Worn, $ 0.09, 4556
4087,Negev , Boroque Sand,Consumer,Battle-Scarred, $ 0.09, 2449
4088,Negev , Anodized Navy,Mil-Spec,Factory New, $ 158.36, 10
4089,Negev , Anodized Navy,Mil-Spec,Minimal Wear, $ 314.81, 2
4090,Negev , Palm,Industrial,Factory New, $ 13.5, 10
4091,Negev , Palm,Industrial,Minimal Wear, $ 1.79, 47
4092,Negev , Palm,Industrial,Field-Tested, $ 1.09, 71
4093,Negev , Palm,Industrial,Well-Worn, $ 2.01, 23
4094,Negev , Palm,Industrial,Battle-Scarred, $ 1.49, 21
4095,Negev , Loudmouth,Restricted,Minimal Wear, $ 5.09, 9
4096,Negev , Loudmouth,Restricted,Field-Tested, $ 0.4, 512
4097,Negev , Loudmouth,Restricted,Well-Worn, $ 0.63, 157
4098,Negev , Loudmouth,Restricted,Battle-Scarred, $ 0.41, 120
4099,Negev , Loudmouth,Restricted, Minimal Wear, $ 15.99, 19
4100,Negev , Loudmouth,Restricted, Field-Tested, $ 1.35, 142
4101,Negev , Loudmouth,Restricted, Well-Worn, $ 1.86, 28
4102,Negev , Loudmouth,Restricted, Battle-Scarred, $ 1.07, 40
4103,Negev , Terrain,Mil-Spec,Factory New, $ 0.29, 469
4104,Negev , Terrain,Mil-Spec,Minimal Wear, $ 0.19, 326
4105,Negev , Terrain,Mil-Spec,Field-Tested, $ 0.12, 779
4106,Negev , Terrain,Mil-Spec,Well-Worn, $ 0.12, 309
4107,Negev , Terrain,Mil-Spec, Factory New, $ 0.93, 264
4108,Negev , Terrain,Mil-Spec, Minimal Wear, $ 0.61, 330
4109,Negev , Terrain,Mil-Spec, Field-Tested, $ 0.32, 439
4110,Negev , Terrain,Mil-Spec, Well-Worn, $ 0.41, 152
4111,Negev , Army Sheen,Consumer,Factory New, $ 0.08, 9701
4112,Negev , Army Sheen,Consumer,Minimal Wear, $ 0.04, 13790
4113,Negev , Army Sheen,Consumer,Field-Tested, $ 0.04, 3532
4114,Nova , Polar Mesh,Consumer,Factory New, $ 0.12, 125
4115,Nova , Polar Mesh,Consumer,Minimal Wear, $ 0.04, 5675
4116,Nova , Polar Mesh,Consumer,Field-Tested, $ 0.04, 29871
4117,Nova , Polar Mesh,Consumer,Well-Worn, $ 0.04, 5335
4118,Nova , Polar Mesh,Consumer,Battle-Scarred, $ 0.04, 6120
4119,Nova , Polar Mesh,Consumer, Factory New, $ 3.56, 23
4120,Nova , Polar Mesh,Consumer, Minimal Wear, $ 0.29, 190
4121,Nova , Polar Mesh,Consumer, Field-Tested, $ 0.11, 572
4122,Nova , Polar Mesh,Consumer, Well-Worn, $ 0.18, 189
4123,Nova , Polar Mesh,Consumer, Battle-Scarred, $ 0.15, 184
4124,Nova , Forest Leaves,Consumer,Factory New, $ 4.64, 20
4125,Nova , Forest Leaves,Consumer,Minimal Wear, $ 0.99, 74
4126,Nova , Forest Leaves,Consumer,Field-Tested, $ 0.42, 119
4127,Nova , Forest Leaves,Consumer,Well-Worn, $ 1.3, 71
4128,Nova , Forest Leaves,Consumer,Battle-Scarred, $ 2.87, 32
4129,Nova , Koi,Restricted,Factory New, $ 1.08, 200
4130,Nova , Koi,Restricted,Minimal Wear, $ 0.63, 288
4131,Nova , Koi,Restricted,Field-Tested, $ 0.59, 104
4132,Nova , Koi,Restricted, Factory New, $ 3.26, 105
4133,Nova , Koi,Restricted, Minimal Wear, $ 1.96, 68
4134,Nova , Koi,Restricted, Field-Tested, $ 1.55, 67
4135,Nova , Walnut,Consumer,Factory New, $ 4.34, 25
4136,Nova , Walnut,Consumer,Minimal Wear, $ 0.8, 86
4137,Nova , Walnut,Consumer,Field-Tested, $ 0.34, 154
4138,Nova , Walnut,Consumer,Well-Worn, $ 0.58, 61
4139,Nova , Walnut,Consumer,Battle-Scarred, $ 0.39, 127
4140,Nova , Walnut,Consumer, Factory New, $ 6.26, 27
4141,Nova , Walnut,Consumer, Minimal Wear, $ 0.63, 195
4142,Nova , Walnut,Consumer, Field-Tested, $ 0.24, 564
4143,Nova , Walnut,Consumer, Well-Worn, $ 0.34, 167
4144,Nova , Walnut,Consumer, Battle-Scarred, $ 0.25, 185
4145,Nova , Green Apple,Industrial,Factory New, $ 2.55, 137
4146,Nova , Green Apple,Industrial,Minimal Wear, $ 2.47, 79
4147,Nova , Green Apple,Industrial,Field-Tested, $ 2.57, 39
4148,Nova , Green Apple,Industrial, Factory New, $ 2.15, 101
4149,Nova , Green Apple,Industrial, Minimal Wear, $ 1.18, 110
4150,Nova , Green Apple,Industrial, Field-Tested, $ 0.83, 65
4151,Nova , Plume,Mil-Spec,Factory New, $ 0.48, 155
4152,Nova , Plume,Mil-Spec,Minimal Wear, $ 0.29, 362
4153,Nova , Plume,Mil-Spec,Field-Tested, $ 0.16, 619
4154,Nova , Plume,Mil-Spec,Well-Worn, $ 0.19, 203
4155,Nova , Plume,Mil-Spec,Battle-Scarred, $ 0.17, 467
4156,Nova , Plume,Mil-Spec, Factory New, $ 1.79, 43
4157,Nova , Plume,Mil-Spec, Minimal Wear, $ 0.78, 58
4158,Nova , Plume,Mil-Spec, Field-Tested, $ 0.43, 160
4159,Nova , Plume,Mil-Spec, Well-Worn, $ 0.49, 29
4160,Nova , Plume,Mil-Spec, Battle-Scarred, $ 0.35, 89
4161,Nova , Wood Fired,Mil-Spec,Factory New, $ 0.19, 536
4162,Nova , Wood Fired,Mil-Spec,Minimal Wear, $ 0.12, 810
4163,Nova , Wood Fired,Mil-Spec,Field-Tested, $ 0.09, 2877
4164,Nova , Wood Fired,Mil-Spec,Well-Worn, $ 0.1, 416
4165,Nova , Wood Fired,Mil-Spec,Battle-Scarred, $ 0.09, 1132
4166,Nova , Wood Fired,Mil-Spec, Factory New, $ 0.74, 120
4167,Nova , Wood Fired,Mil-Spec, Minimal Wear, $ 0.39, 251
4168,Nova , Wood Fired,Mil-Spec, Field-Tested, $ 0.21, 496
4169,Nova , Wood Fired,Mil-Spec, Well-Worn, $ 0.25, 76
4170,Nova , Wood Fired,Mil-Spec, Battle-Scarred, $ 0.2, 319
4171,Nova , Hyper Beast,Classified,Factory New, $ 10.84, 36
4172,Nova , Hyper Beast,Classified,Minimal Wear, $ 6.09, 64
4173,Nova , Hyper Beast,Classified,Field-Tested, $ 5.01, 45
4174,Nova , Hyper Beast,Classified,Well-Worn, $ 4.26, 23
4175,Nova , Hyper Beast,Classified,Battle-Scarred, $ 3.71, 9
4176,Nova , Hyper Beast,Classified, Factory New, $ 41.86, 9
4177,Nova , Hyper Beast,Classified, Minimal Wear, $ 21.74, 14
4178,Nova , Hyper Beast,Classified, Field-Tested, $ 12.47, 23
4179,Nova , Hyper Beast,Classified, Well-Worn, $ 11.22, 13
4180,Nova , Hyper Beast,Classified, Battle-Scarred, $ 10.48, 5
4181,Nova , Modern Hunter,Mil-Spec,Factory New, $ 149.58, 3
4182,Nova , Modern Hunter,Mil-Spec,Minimal Wear, $ 8.71, 23
4183,Nova , Modern Hunter,Mil-Spec,Field-Tested, $ 3.75, 21
4184,Nova , Modern Hunter,Mil-Spec,Well-Worn, $ 13.14, 10
4185,Nova , Modern Hunter,Mil-Spec,Battle-Scarred, $ 3.72, 20
4186,Nova , Mandrel,Consumer,Factory New, $ 0.08, 2056
4187,Nova , Mandrel,Consumer,Minimal Wear, $ 0.05, 3142
4188,Nova , Mandrel,Consumer,Field-Tested, $ 0.04, 12076
4189,Nova , Mandrel,Consumer,Well-Worn, $ 0.04, 1310
4190,Nova , Mandrel,Consumer,Battle-Scarred, $ 0.04, 1243
4191,Nova , Mandrel,Consumer, Factory New, $ 0.38, 182
4192,Nova , Mandrel,Consumer, Minimal Wear, $ 0.21, 178
4193,Nova , Mandrel,Consumer, Field-Tested, $ 0.1, 274
4194,Nova , Mandrel,Consumer, Well-Worn, $ 0.26, 88
4195,Nova , Mandrel,Consumer, Battle-Scarred, $ 0.17, 60
4196,Nova , Toy Soldier,Restricted,Factory New, $ 1.91, 60
4197,Nova , Toy Soldier,Restricted,Minimal Wear, $ 0.89, 169
4198,Nova , Toy Soldier,Restricted,Field-Tested, $ 0.41, 355
4199,Nova , Toy Soldier,Restricted,Well-Worn, $ 0.37, 241
4200,Nova , Toy Soldier,Restricted,Battle-Scarred, $ 0.39, 125
4201,Nova , Toy Soldier,Restricted, Factory New, $ 6.94, 26
4202,Nova , Toy Soldier,Restricted, Minimal Wear, $ 2.56, 39
4203,Nova , Toy Soldier,Restricted, Field-Tested, $ 1.23, 28
4204,Nova , Toy Soldier,Restricted, Well-Worn, $ 0.86, 36
4205,Nova , Toy Soldier,Restricted, Battle-Scarred, $ 0.85, 39
4206,Nova , Sand Dune,Consumer,Factory New, $ 0.1, 253
4207,Nova , Sand Dune,Consumer,Minimal Wear, $ 0.04, 5676
4208,Nova , Sand Dune,Consumer,Field-Tested, $ 0.04, 24767
4209,Nova , Sand Dune,Consumer,Well-Worn, $ 0.04, 4430
4210,Nova , Sand Dune,Consumer,Battle-Scarred, $ 0.04, 5832
4211,Nova , Sand Dune,Consumer, Factory New, $ 56.47, 2
4212,Nova , Sand Dune,Consumer, Minimal Wear, $ 6.6, 32
4213,Nova , Sand Dune,Consumer, Field-Tested, $ 1.18, 67
4214,Nova , Sand Dune,Consumer, Well-Worn, $ 2.5, 15
4215,Nova , Sand Dune,Consumer, Battle-Scarred, $ 7.06, 16
4216,Nova , Antique,Classified,Factory New, $ 6.24, 88
4217,Nova , Antique,Classified,Minimal Wear, $ 4.8, 38
4218,Nova , Antique,Classified,Field-Tested, $ 5.29, 36
4219,Nova , Antique,Classified, Factory New, $ 18.45, 51
4220,Nova , Antique,Classified, Minimal Wear, $ 11.73, 20
4221,Nova , Antique,Classified, Field-Tested, $ 12.97, 10
4222,Nova , Exo,Mil-Spec,Factory New, $ 0.25, 361
4223,Nova , Exo,Mil-Spec,Minimal Wear, $ 0.18, 472
4224,Nova , Exo,Mil-Spec,Field-Tested, $ 0.12, 869
4225,Nova , Exo,Mil-Spec,Well-Worn, $ 0.14, 197
4226,Nova , Exo,Mil-Spec,Battle-Scarred, $ 0.14, 201
4227,Nova , Exo,Mil-Spec, Factory New, $ 0.93, 176
4228,Nova , Exo,Mil-Spec, Minimal Wear, $ 0.54, 201
4229,Nova , Exo,Mil-Spec, Field-Tested, $ 0.37, 172
4230,Nova , Exo,Mil-Spec, Well-Worn, $ 0.42, 113
4231,Nova , Exo,Mil-Spec, Battle-Scarred, $ 0.38, 52
4232,Nova , Gila,Restricted,Factory New, $ 0.95, 262
4233,Nova , Gila,Restricted,Minimal Wear, $ 0.53, 190
4234,Nova , Gila,Restricted,Field-Tested, $ 0.38, 226
4235,Nova , Gila,Restricted, Factory New, $ 3.11, 69
4236,Nova , Gila,Restricted, Minimal Wear, $ 1.52, 76
4237,Nova , Gila,Restricted, Field-Tested, $ 0.89, 59
4238,Nova , Blaze Orange,Mil-Spec,Factory New, $ 67.34, 4
4239,Nova , Blaze Orange,Mil-Spec,Minimal Wear, $ 9.13, 18
4240,Nova , Blaze Orange,Mil-Spec,Field-Tested, $ 5.83, 23
4241,Nova , Blaze Orange,Mil-Spec,Well-Worn, $ 4.65, 10
4242,Nova , Blaze Orange,Mil-Spec,Battle-Scarred, $ 4.06, 11
4243,Nova , Rising Skull,Restricted,Factory New, $ 2.93, 74
4244,Nova , Rising Skull,Restricted,Minimal Wear, $ 2.39, 50
4245,Nova , Rising Skull,Restricted,Field-Tested, $ 1.95, 96
4246,Nova , Rising Skull,Restricted,Well-Worn, $ 2.22, 29
4247,Nova , Rising Skull,Restricted,Battle-Scarred, $ 2.1, 14
4248,Nova , Rising Skull,Restricted, Factory New, $ 6.62, 63
4249,Nova , Rising Skull,Restricted, Minimal Wear, $ 6.24, 39
4250,Nova , Rising Skull,Restricted, Field-Tested, $ 4.64, 36
4251,Nova , Rising Skull,Restricted, Well-Worn, $ 4.72, 16
4252,Nova , Rising Skull,Restricted, Battle-Scarred, $ 2.94, 13
4253,Nova , Wild Six,Restricted,Factory New, $ 1.35, 121
4254,Nova , Wild Six,Restricted,Minimal Wear, $ 0.73, 168
4255,Nova , Wild Six,Restricted,Field-Tested, $ 0.42, 558
4256,Nova , Wild Six,Restricted,Well-Worn, $ 0.5, 52
4257,Nova , Wild Six,Restricted,Battle-Scarred, $ 0.41, 308
4258,Nova , Wild Six,Restricted, Factory New, $ 4.34, 45
4259,Nova , Wild Six,Restricted, Minimal Wear, $ 2.24, 68
4260,Nova , Wild Six,Restricted, Field-Tested, $ 1.23, 105
4261,Nova , Wild Six,Restricted, Well-Worn, $ 1.79, 10
4262,Nova , Wild Six,Restricted, Battle-Scarred, $ 1.03, 62
4263,Nova , Bloomstick,Classified,Factory New, $ 28.87, 10
4264,Nova , Bloomstick,Classified,Minimal Wear, $ 9.05, 15
4265,Nova , Bloomstick,Classified,Field-Tested, $ 2.95, 30
4266,Nova , Bloomstick,Classified,Well-Worn, $ 2.94, 14
4267,Nova , Bloomstick,Classified,Battle-Scarred, $ 2.89, 10
4268,Nova , Bloomstick,Classified, Factory New, $ 93.72, 2
4269,Nova , Bloomstick,Classified, Minimal Wear, $ 19.21, 10
4270,Nova , Bloomstick,Classified, Field-Tested, $ 7.27, 12
4271,Nova , Bloomstick,Classified, Well-Worn, $ 7.1, 8
4272,Nova , Bloomstick,Classified, Battle-Scarred, $ 16.61, 4
4273,Nova , Ghost Camo,Mil-Spec,Factory New, $ 0.65, 200
4274,Nova , Ghost Camo,Mil-Spec,Minimal Wear, $ 0.61, 77
4275,Nova , Ghost Camo,Mil-Spec,Field-Tested, $ 0.55, 110
4276,Nova , Ghost Camo,Mil-Spec,Well-Worn, $ 1, 29
4277,Nova , Ghost Camo,Mil-Spec, Factory New, $ 2.27, 79
4278,Nova , Ghost Camo,Mil-Spec, Minimal Wear, $ 1.85, 81
4279,Nova , Ghost Camo,Mil-Spec, Field-Tested, $ 1.64, 110
4280,Nova , Ghost Camo,Mil-Spec, Well-Worn, $ 2.49, 24
4281,Nova , Tempest,Mil-Spec,Factory New, $ 5.43, 26
4282,Nova , Tempest,Mil-Spec,Minimal Wear, $ 2.36, 97
4283,Nova , Tempest,Mil-Spec,Field-Tested, $ 2.44, 30
4284,Nova , Tempest,Mil-Spec, Factory New, $ 21.13, 9
4285,Nova , Tempest,Mil-Spec, Minimal Wear, $ 3.92, 93
4286,Nova , Tempest,Mil-Spec, Field-Tested, $ 2.55, 24
4287,Nova , Baroque Orange,Restricted,Factory New, $ 26.16, 49
4288,Nova , Baroque Orange,Restricted,Minimal Wear, $ 21.44, 35
4289,Nova , Baroque Orange,Restricted,Field-Tested, $ 19.51, 20
4290,Nova , Baroque Orange,Restricted,Well-Worn, $ 22.79, 6
4291,Nova , Baroque Orange,Restricted,Battle-Scarred, $ 16.56, 10
4292,Nova , Ranger,Mil-Spec,Factory New, $ 0.42, 125
4293,Nova , Ranger,Mil-Spec,Minimal Wear, $ 0.23, 141
4294,Nova , Ranger,Mil-Spec,Field-Tested, $ 0.17, 317
4295,Nova , Ranger,Mil-Spec,Well-Worn, $ 0.15, 238
4296,Nova , Ranger,Mil-Spec,Battle-Scarred, $ 0.15, 261
4297,Nova , Ranger,Mil-Spec, Factory New, $ 1.28, 53
4298,Nova , Ranger,Mil-Spec, Minimal Wear, $ 0.69, 86
4299,Nova , Ranger,Mil-Spec, Field-Tested, $ 0.39, 130
4300,Nova , Ranger,Mil-Spec, Well-Worn, $ 0.35, 111
4301,Nova , Ranger,Mil-Spec, Battle-Scarred, $ 0.31, 116
4302,Nova , Graphite,Restricted,Factory New, $ 3.74, 109
4303,Nova , Graphite,Restricted,Minimal Wear, $ 3.46, 12
4304,Nova , Graphite,Restricted, Factory New, $ 7.1, 63
4305,Nova , Graphite,Restricted, Minimal Wear, $ 6.59, 17
4306,Nova , Candy Apple,Industrial,Factory New, $ 0.16, 3836
4307,Nova , Candy Apple,Industrial,Minimal Wear, $ 0.1, 6719
4308,Nova , Candy Apple,Industrial,Field-Tested, $ 0.09, 1919
4309,Nova , Candy Apple,Industrial, Factory New, $ 49.52, 6
4310,Nova , Candy Apple,Industrial, Minimal Wear, $ 54.21, 3
4311,Nova , Candy Apple,Industrial, Field-Tested, $ 23.14, 5
4312,Nova , Moon in Libra,Consumer,Factory New, $ 0.7, 148
4313,Nova , Moon in Libra,Consumer,Minimal Wear, $ 0.63, 88
4314,Nova , Moon in Libra,Consumer,Field-Tested, $ 0.49, 126
4315,Nova , Moon in Libra,Consumer,Well-Worn, $ 0.57, 35
4316,Nova , Moon in Libra,Consumer,Battle-Scarred, $ 0.51, 46
4317,Nova , Predator,Consumer,Factory New, $ 0.13, 212
4318,Nova , Predator,Consumer,Minimal Wear, $ 0.04, 4808
4319,Nova , Predator,Consumer,Field-Tested, $ 0.04, 27102
4320,Nova , Predator,Consumer,Well-Worn, $ 0.04, 4985
4321,Nova , Predator,Consumer,Battle-Scarred, $ 0.04, 6670
4322,Nova , Predator,Consumer, Factory New, $ 2.09, 18
4323,Nova , Predator,Consumer, Minimal Wear, $ 0.25, 186
4324,Nova , Predator,Consumer, Field-Tested, $ 0.1, 560
4325,Nova , Predator,Consumer, Well-Worn, $ 0.17, 182
4326,Nova , Predator,Consumer, Battle-Scarred, $ 0.12, 204
4327,Nova , Caged Steel,Industrial,Factory New, $ 0.13, 4988
4328,Nova , Caged Steel,Industrial,Minimal Wear, $ 0.1, 1769
4329,Nova , Caged Steel,Industrial,Field-Tested, $ 0.09, 668
4330,P2000 , Imperial Dragon,Classified,Factory New, $ 4.99, 121
4331,P2000 , Imperial Dragon,Classified,Minimal Wear, $ 2.93, 127
4332,P2000 , Imperial Dragon,Classified,Field-Tested, $ 1.93, 261
4333,P2000 , Imperial Dragon,Classified,Well-Worn, $ 2.32, 32
4334,P2000 , Imperial Dragon,Classified,Battle-Scarred, $ 2.12, 74
4335,P2000 , Imperial Dragon,Classified, Factory New, $ 18.32, 31
4336,P2000 , Imperial Dragon,Classified, Minimal Wear, $ 9.67, 18
4337,P2000 , Imperial Dragon,Classified, Field-Tested, $ 4.98, 58
4338,P2000 , Imperial Dragon,Classified, Well-Worn, $ 6.23, 19
4339,P2000 , Imperial Dragon,Classified, Battle-Scarred, $ 6.4, 19
4340,P2000 , Red FragCam,Mil-Spec,Factory New, $ 0.59, 188
4341,P2000 , Red FragCam,Mil-Spec,Minimal Wear, $ 0.38, 144
4342,P2000 , Red FragCam,Mil-Spec,Field-Tested, $ 0.24, 194
4343,P2000 , Red FragCam,Mil-Spec,Well-Worn, $ 0.3, 61
4344,P2000 , Red FragCam,Mil-Spec,Battle-Scarred, $ 0.26, 89
4345,P2000 , Red FragCam,Mil-Spec, Factory New, $ 2.14, 99
4346,P2000 , Red FragCam,Mil-Spec, Minimal Wear, $ 1.39, 141
4347,P2000 , Red FragCam,Mil-Spec, Field-Tested, $ 0.73, 170
4348,P2000 , Red FragCam,Mil-Spec, Well-Worn, $ 2.24, 21
4349,P2000 , Red FragCam,Mil-Spec, Battle-Scarred, $ 0.75, 75
4350,P2000 , Coach Class,Industrial,Factory New, $ 4.8, 22
4351,P2000 , Coach Class,Industrial,Minimal Wear, $ 2.88, 24
4352,P2000 , Coach Class,Industrial,Field-Tested, $ 2.25, 20
4353,P2000 , Coach Class,Industrial,Well-Worn, $ 1.89, 35
4354,P2000 , Coach Class,Industrial,Battle-Scarred, $ 1.75, 34
4355,P2000 , Pulse,Mil-Spec,Factory New, $ 0.48, 336
4356,P2000 , Pulse,Mil-Spec,Minimal Wear, $ 0.27, 435
4357,P2000 , Pulse,Mil-Spec,Field-Tested, $ 0.2, 448
4358,P2000 , Pulse,Mil-Spec,Well-Worn, $ 0.34, 165
4359,P2000 , Pulse,Mil-Spec,Battle-Scarred, $ 0.21, 104
4360,P2000 , Pulse,Mil-Spec, Factory New, $ 1.5, 187
4361,P2000 , Pulse,Mil-Spec, Minimal Wear, $ 0.93, 335
4362,P2000 , Pulse,Mil-Spec, Field-Tested, $ 0.47, 702
4363,P2000 , Pulse,Mil-Spec, Well-Worn, $ 0.81, 86
4364,P2000 , Pulse,Mil-Spec, Battle-Scarred, $ 0.36, 210
4365,P2000 , Obsidian,Restricted,Factory New, $ 2.57, 128
4366,P2000 , Obsidian,Restricted,Minimal Wear, $ 1.2, 291
4367,P2000 , Obsidian,Restricted,Field-Tested, $ 0.46, 760
4368,P2000 , Obsidian,Restricted,Well-Worn, $ 0.38, 362
4369,P2000 , Obsidian,Restricted,Battle-Scarred, $ 0.39, 209
4370,P2000 , Obsidian,Restricted, Factory New, $ 10.09, 34
4371,P2000 , Obsidian,Restricted, Minimal Wear, $ 4.49, 51
4372,P2000 , Obsidian,Restricted, Field-Tested, $ 1.54, 117
4373,P2000 , Obsidian,Restricted, Well-Worn, $ 1.06, 76
4374,P2000 , Obsidian,Restricted, Battle-Scarred, $ 1.1, 48
4375,P2000 , Turf,Mil-Spec,Factory New, $ 0.49, 180
4376,P2000 , Turf,Mil-Spec,Minimal Wear, $ 0.17, 1007
4377,P2000 , Turf,Mil-Spec,Field-Tested, $ 0.12, 1627
4378,P2000 , Turf,Mil-Spec,Well-Worn, $ 0.11, 1661
4379,P2000 , Turf,Mil-Spec,Battle-Scarred, $ 0.11, 1230
4380,P2000 , Turf,Mil-Spec, Factory New, $ 2.36, 89
